"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"MAIT / CD161-like T cells","NK cells","HLA-E","CD8A",0.0176417082130372,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive CD4 T cells","HLA-E","CD8A",0.0176235235005099,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive B cells","HLA-F","CD8A",0.0176100365281497,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Naive CD4 T cells","HLA-B","CD8A",0.0175646528125871,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Plasma cells","TNFSF13B","TNFRSF13B",0.0175193191512955,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","BAFF","Secreted Signaling","KEGG: hsa04060"
"Naive CD4 T cells","NK cells","HLA-A","CD8A",0.0175001373760723,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Classical Monocytes","HLA-F","LILRB1",0.0174997188866766,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Regulatory / Activated CD4 T cells","C1Q+ Monocytes","CD48","CD244",0.017440856829886,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Platelets","Regulatory / Activated CD4 T cells","F11R","ITGAL_ITGB2",0.0174355942633908,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Naive B cells","Regulatory / Activated CD4 T cells","CD69","KLRB1",0.017412391644627,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Regulatory / Activated CD4 T cells","NK-like cells","HLA-E","KLRC2",0.0173921177170376,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"C1Q+ Monocytes","C1Q+ Monocytes","ICAM2","ITGAL_ITGB2",0.0173640152807048,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","C1Q+ Monocytes","ITGB2","ICAM1",0.0173589074532227,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Monocytes","ITGB2","ICAM1",0.0173489953485143,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","NK cells","ICAM1","ITGAL_ITGB2",0.0173456803228802,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Monocytes","TGFB1","ACVR1_TGFbR",0.0173253867784677,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Myeloid cells","Classical Monocytes","THBS1","CD47",0.0173233443062611,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Conventional Dendritic Cells","NK cells","HLA-A","KIR3DL1",0.017308403880294,0,"HLA-A_KIR3DL1","HLA-A - KIR3DL1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Gamma-delta Cytotoxic T cells","Naive CD4 T cells","HLA-E","CD8A",0.0172884793049206,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive CD4 T cells","SELPLG","SELL",0.0172625502292037,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"C1Q+ Monocytes","NK cells","HLA-A","CD8A",0.0172420305782551,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","C1Q+ Monocytes","IL16","CD4",0.0172254645031354,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Plasma cells","NK cells","HLA-A","CD8A",0.0171770007363614,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","C1Q+ Monocytes","LAMB3","CD44",0.0171528676703109,0,"LAMB3_CD44","LAMB3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C1Q+ Monocytes","NK cells","LGALS9","HAVCR2",0.0171516583759471,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"NK cells","Naive B cells","GZMA","F2R",0.0171397290853038,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"Plasma cells","C1Q+ Monocytes","CD48","CD244",0.0170932624360119,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Regulatory / Activated CD4 T cells","NK cells","HLA-E","CD8A",0.0170604393362835,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Regulatory / Activated CD4 T cells","HLA-DPB1","CD4",0.0170353834264456,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Classical Monocytes","TGFB1","ACVR1_TGFbR",0.0170170147095465,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Platelets","NK cells","ICAM2","ITGAL_ITGB2",0.0170113759481756,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive B cells","ICAM2","ITGAL_ITGB2",0.0170086420570299,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Monocytes","LAMB3","CD44",0.0170054828102365,0,"LAMB3_CD44","LAMB3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Conventional Dendritic Cells","NK cells","ICAM1","ITGAL",0.017000055226264,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Gamma-delta Cytotoxic T cells","C1Q+ Monocytes","LGALS9","CD44",0.0169838150160084,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Naive CD4 T cells","Myeloid cells","TGFB1","ACVR1B_TGFbR2",0.0169828854710193,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"C1Q+ Monocytes","NK-like cells","CD48","CD244",0.0168878576764055,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Classical Monocytes","Monocytes","HLA-F","LILRB1",0.0168760928797543,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Platelets","Myeloid cells","GP1BA","ITGAM_ITGB2",0.0168703326050688,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"Gamma-delta Cytotoxic T cells","Monocytes","LGALS9","CD44",0.0168378578444017,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Plasma cells","Conventional Dendritic Cells","COL4A3","CD44",0.0168268323631441,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"NK cells","Regulatory / Activated CD4 T cells","CLEC2B","KLRB1",0.0168260166305939,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Myeloid cells","Conventional Dendritic Cells","HLA-DRA","CD4",0.0167977295098225,0.02,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Naive CD4 T cells","HLA-E","CD8A",0.0167866661096597,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","C1Q+ Monocytes","GRN","SORT1",0.0167782278992303,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"NK-like cells","Naive CD4 T cells","HLA-C","CD8A",0.0167417990652221,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","ICAM1","ITGAL",0.0167374000238111,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Classical Monocytes","Classical Monocytes","HLA-DPA1","CD4",0.0167267084624993,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Naive B cells","CLEC2B","KLRB1",0.0167254402740653,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MAIT / CD161-like T cells","Naive B cells","HLA-F","CD8A",0.0166966270144892,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Regulatory / Activated CD4 T cells","COL4A3","CD44",0.016691068217002,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Monocytes","Conventional Dendritic Cells","HLA-DQA1","CD4",0.0166848675807831,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Myeloid cells","COL6A2","CD44",0.0166552007871524,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Monocytes","C1Q+ Monocytes","GRN","SORT1",0.0166526824578415,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Conventional Dendritic Cells","NK cells","ICAM1","ITGAM_ITGB2",0.0166507126488803,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","NK cells","HLA-E","KLRC2",0.0166378644981066,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"Monocytes","Monocytes","THBS1","CD47",0.016637378101492,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Gamma-delta Cytotoxic T cells","Naive CD4 T cells","HLA-A","CD8A",0.0165394957687203,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Naive B cells","ITGB2","CD226",0.0165245230312921,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Naive CD4 T cells","HLA-DPB1","CD4",0.0165212234139169,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","HLA-A","CD8A",0.0165142058583095,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","LGALS9","HAVCR2",0.016482857997353,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"C1Q+ Monocytes","Classical Monocytes","HLA-DQB1","CD4",0.0164625477861641,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Conventional Dendritic Cells","IL16","CD4",0.016404696011646,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Plasma cells","NK-like cells","HLA-E","KLRC2",0.0163983085982279,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"MAIT / CD161-like T cells","Monocytes","IL16","CD4",0.0163689315906534,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Naive CD4 T cells","NK-like cells","HLA-E","KLRC2",0.0163620279406781,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"Gamma-delta Cytotoxic T cells","NK cells","HLA-C","CD8A",0.016355557227423,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Conventional Dendritic Cells","ANXA1","FPR1",0.016335496375533,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Gamma-delta Cytotoxic T cells","NK cells","HLA-C","KIR2DL3",0.0163268254899953,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Platelets","Myeloid cells","THBS1","CD47",0.0162857539246336,0.03,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","Regulatory / Activated CD4 T cells","HLA-DPB1","CD4",0.0162400635446828,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Conventional Dendritic Cells","FCER2","ITGAM_ITGB2",0.0161616787339648,0,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"Monocytes","Myeloid cells","TGFB1","ACVR1_TGFbR",0.0161295880144107,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Regulatory / Activated CD4 T cells","NK cells","HLA-E","KLRC2",0.0160891291180614,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"Plasma cells","NK cells","HLA-E","CD8A",0.0160852725156432,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Naive B cells","HLA-E","KLRC2",0.0160656587666742,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"NK-like cells","Naive CD4 T cells","HLA-A","CD8A",0.0160622655149226,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Monocytes","HLA-F","LILRB1",0.0160501734396748,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive CD4 T cells","NK cells","HLA-E","CD8A",0.0160496731379539,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","NK cells","ICAM2","ITGAM_ITGB2",0.0160117137912215,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","NK-like cells","CD48","CD244",0.0159723114198147,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"NK-like cells","NK cells","HLA-C","KIR2DL1",0.0159717656082306,0,"HLA-C_KIR2DL1","HLA-C - KIR2DL1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Monocytes","C1Q+ Monocytes","ICAM1","ITGAL_ITGB2",0.0159346127295188,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive B cells","HLA-F","CD8A",0.0159205848149537,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive CD4 T cells","HLA-DRB1","CD4",0.0159198229625978,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Conventional Dendritic Cells","ICAM1","ITGAL_ITGB2",0.0159143668948503,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Naive B cells","ICAM1","ITGAL",0.0159124042436848,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Myeloid cells","Naive B cells","HLA-B","CD8B",0.0158956440953116,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK-like cells","CLEC2D","KLRB1",0.015893353073675,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Naive B cells","Conventional Dendritic Cells","ITGB2","CD226",0.0158767269761558,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","C1Q+ Monocytes","HLA-DMA","CD4",0.0158695868625903,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Classical Monocytes","HLA-F","LILRB1",0.0158561169221633,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Plasma cells","NK cells","COL4A4","CD44",0.0158278170183375,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"C1Q+ Monocytes","NK cells","ICAM1","ITGAX_ITGB2",0.0158235026994605,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Gamma-delta Cytotoxic T cells","Conventional Dendritic Cells","IL16","CD4",0.0157857139099247,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Myeloid cells","Naive B cells","HLA-C","CD8B",0.0157804973349707,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Naive CD4 T cells","HLA-B","CD8B",0.0157636856387954,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Classical Monocytes","ITGB2","ICAM1",0.0157388926243917,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","MAIT / CD161-like T cells","COL4A3","CD44",0.0157089308185476,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Myeloid cells","Naive CD4 T cells","HLA-C","CD8B",0.0156494795739327,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Classical Monocytes","HLA-DPB1","CD4",0.015649470963459,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Conventional Dendritic Cells","ANXA1","FPR1",0.0156491038442671,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Conventional Dendritic Cells","Classical Monocytes","ICAM1","ITGAM_ITGB2",0.0156481169505566,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Conventional Dendritic Cells","HLA-DPA1","CD4",0.0156102792318853,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive B cells","ICAM1","ITGAL_ITGB2",0.0156080290945441,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","C1Q+ Monocytes","CD48","CD244",0.0155936480510313,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Classical Monocytes","Classical Monocytes","LGALS9","HAVCR2",0.0155559267622249,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Gamma-delta Cytotoxic T cells","C1Q+ Monocytes","BTLA","TNFRSF14",0.0155500491587884,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Regulatory / Activated CD4 T cells","Myeloid cells","TGFB1","ACVR1_TGFbR",0.0155307493201955,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Plasma cells","Gamma-delta Cytotoxic T cells","COL4A3","CD44",0.0155100597422474,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Gamma-delta Cytotoxic T cells","Naive CD4 T cells","HLA-DPB1","CD4",0.0154774514147794,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Conventional Dendritic Cells","PECAM1","PECAM1",0.0154529642041909,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Monocytes","PECAM1","PECAM1",0.0154529642041909,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Regulatory / Activated CD4 T cells","HLA-DMA","CD4",0.015443477697896,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","Monocytes","HLA-F","LILRB1",0.0154421610253666,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive B cells","Platelets","ITGB2","ICAM2",0.0154350695425503,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Conventional Dendritic Cells","CD99","PILRA",0.015403380749607,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Myeloid cells","Platelets","ITGB2","CD226",0.0153976315157074,0.01,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","HLA-E","KLRC2",0.0153881277448017,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"Conventional Dendritic Cells","Naive CD4 T cells","HLA-DMA","CD4",0.0153847159671539,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Naive B cells","ITGB2","CD226",0.0153492618129827,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","C1Q+ Monocytes","CD48","CD244",0.015310860233459,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Platelets","C1Q+ Monocytes","THBS1","CD36",0.0152851210480059,0,"THBS1_CD36","THBS1 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"Plasma cells","Naive CD4 T cells","COL4A3","CD44",0.0152780692859272,0,"COL4A3_CD44","COL4A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Conventional Dendritic Cells","C1Q+ Monocytes","CD48","CD244",0.0152724296321005,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Naive CD4 T cells","NK-like cells","CD48","CD244",0.0152411414952698,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Regulatory / Activated CD4 T cells","Regulatory / Activated CD4 T cells","CD69","KLRB1",0.0152289443165321,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Conventional Dendritic Cells","Classical Monocytes","PECAM1","PECAM1",0.0152234934190814,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Conventional Dendritic Cells","PECAM1","PECAM1",0.0152234934190814,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Classical Monocytes","NAMPT","INSR",0.0152179316821515,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"Naive B cells","Classical Monocytes","COL6A2","CD44",0.0152176992496879,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Conventional Dendritic Cells","C1Q+ Monocytes","GRN","SORT1",0.0152166527243624,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Regulatory / Activated CD4 T cells","Conventional Dendritic Cells","ANXA1","FPR1",0.0151864093759596,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Classical Monocytes","NK-like cells","ICAM1","ITGAL",0.0151831804188747,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Plasma cells","NK cells","HLA-E","KLRC2",0.0151686251666016,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"NK-like cells","Naive CD4 T cells","HLA-E","CD8A",0.0151596631104659,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","C1Q+ Monocytes","HLA-DRB5","CD4",0.0151578063735113,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","NK cells","CLEC2B","KLRB1",0.0151502543702437,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Naive CD4 T cells","NK cells","HLA-E","KLRC2",0.0151350232753554,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"C1Q+ Monocytes","Naive CD4 T cells","HLA-DPA1","CD4",0.0151142922554882,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Myeloid cells","CD99","PILRA",0.0151117925845045,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Gamma-delta Cytotoxic T cells","NK-like cells","HLA-E","KLRC2",0.0150949280824082,0,"HLA-E_KLRC2","HLA-E - KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006"
"Monocytes","NK cells","HLA-E","CD8A",0.0150940796196387,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
